"train/global_step","[paper]GRPO_online - _step","[paper]GRPO_online - _step__MIN","[paper]GRPO_online - _step__MAX","[paper]GRPO_online - train/reward","[paper]GRPO_online - train/reward__MIN","[paper]GRPO_online - train/reward__MAX","[paper]GEPO_online - _step","[paper]GEPO_online - _step__MIN","[paper]GEPO_online - _step__MAX","[paper]GEPO_online - train/reward","[paper]GEPO_online - train/reward__MIN","[paper]GEPO_online - train/reward__MAX","[paper]GSPO_online - _step","[paper]GSPO_online - _step__MIN","[paper]GSPO_online - _step__MAX","[paper]GSPO_online - train/reward","[paper]GSPO_online - train/reward__MIN","[paper]GSPO_online - train/reward__MAX"
"161","5574","5574","5574","0.6796875","0.6796875","0.6796875","5574","5574","5574","0.69140625","0.69140625","0.69140625","5574","5574","5574","0.67578125","0.67578125","0.67578125"
"162","5603","5603","5603","0.65625","0.65625","0.65625","5603","5603","5603","0.62890625","0.62890625","0.62890625","5603","5603","5603","0.66015625","0.66015625","0.66015625"
"163","5632","5632","5632","0.625","0.625","0.625","5632","5632","5632","0.60546875","0.60546875","0.60546875","5632","5632","5632","0.63671875","0.63671875","0.63671875"
"164","5661","5661","5661","0.734375","0.734375","0.734375","5661","5661","5661","0.734375","0.734375","0.734375","5661","5661","5661","0.71875","0.71875","0.71875"
"165","5690","5690","5690","0.73828125","0.73828125","0.73828125","5690","5690","5690","0.765625","0.765625","0.765625","5690","5690","5690","0.74609375","0.74609375","0.74609375"
"166","5719","5719","5719","0.625","0.625","0.625","5719","5719","5719","0.671875","0.671875","0.671875","5719","5719","5719","0.6171875","0.6171875","0.6171875"
"167","5748","5748","5748","0.73046875","0.73046875","0.73046875","5748","5748","5748","0.68359375","0.68359375","0.68359375","5748","5748","5748","0.70703125","0.70703125","0.70703125"
"168","5777","5777","5777","0.73046875","0.73046875","0.73046875","5777","5777","5777","0.76953125","0.76953125","0.76953125","5777","5777","5777","0.76171875","0.76171875","0.76171875"
"169","5806","5806","5806","0.734375","0.734375","0.734375","5806","5806","5806","0.7265625","0.7265625","0.7265625","5806","5806","5806","0.75390625","0.75390625","0.75390625"
"170","5835","5835","5835","0.625","0.625","0.625","5835","5835","5835","0.57421875","0.57421875","0.57421875","5835","5835","5835","0.62109375","0.62109375","0.62109375"
"171","5864","5864","5864","0.88671875","0.88671875","0.88671875","5864","5864","5864","0.86328125","0.86328125","0.86328125","5864","5864","5864","0.90625","0.90625","0.90625"
"172","5893","5893","5893","0.67578125","0.67578125","0.67578125","5893","5893","5893","0.66015625","0.66015625","0.66015625","5893","5893","5893","0.66796875","0.66796875","0.66796875"
"173","5922","5922","5922","0.75390625","0.75390625","0.75390625","5922","5922","5922","0.71875","0.71875","0.71875","5922","5922","5922","0.7421875","0.7421875","0.7421875"
"174","5951","5951","5951","0.59375","0.59375","0.59375","5951","5951","5951","0.59375","0.59375","0.59375","5951","5951","5951","0.57421875","0.57421875","0.57421875"
"175","5980","5980","5980","0.7265625","0.7265625","0.7265625","5980","5980","5980","0.72265625","0.72265625","0.72265625","5980","5980","5980","0.73046875","0.73046875","0.73046875"
"176","6009","6009","6009","0.67578125","0.67578125","0.67578125","6009","6009","6009","0.67578125","0.67578125","0.67578125","6009","6009","6009","0.671875","0.671875","0.671875"
"177","6038","6038","6038","0.81640625","0.81640625","0.81640625","6038","6038","6038","0.7890625","0.7890625","0.7890625","6038","6038","6038","0.8046875","0.8046875","0.8046875"
"178","6067","6067","6067","0.6171875","0.6171875","0.6171875","6067","6067","6067","0.62109375","0.62109375","0.62109375","6067","6067","6067","0.609375","0.609375","0.609375"
"179","6096","6096","6096","0.56640625","0.56640625","0.56640625","6096","6096","6096","0.5625","0.5625","0.5625","6096","6096","6096","0.58203125","0.58203125","0.58203125"
"180","6125","6125","6125","0.70703125","0.70703125","0.70703125","6125","6125","6125","0.7421875","0.7421875","0.7421875","6125","6125","6125","0.6796875","0.6796875","0.6796875"
"181","6154","6154","6154","0.7421875","0.7421875","0.7421875","6154","6154","6154","0.7421875","0.7421875","0.7421875","6154","6154","6154","0.72265625","0.72265625","0.72265625"
"182","6183","6183","6183","0.66015625","0.66015625","0.66015625","6183","6183","6183","0.6640625","0.6640625","0.6640625","6183","6183","6183","0.66015625","0.66015625","0.66015625"
"183","6212","6212","6212","0.80078125","0.80078125","0.80078125","6212","6212","6212","0.8046875","0.8046875","0.8046875","6212","6212","6212","0.8125","0.8125","0.8125"
"184","6241","6241","6241","0.72265625","0.72265625","0.72265625","6241","6241","6241","0.72265625","0.72265625","0.72265625","6241","6241","6241","0.72265625","0.72265625","0.72265625"
"185","6270","6270","6270","0.6953125","0.6953125","0.6953125","6270","6270","6270","0.7109375","0.7109375","0.7109375","6270","6270","6270","0.70703125","0.70703125","0.70703125"
"186","6299","6299","6299","0.60546875","0.60546875","0.60546875","6299","6299","6299","0.6328125","0.6328125","0.6328125","6299","6299","6299","0.63671875","0.63671875","0.63671875"
"187","6328","6328","6328","0.58203125","0.58203125","0.58203125","6328","6328","6328","0.57421875","0.57421875","0.57421875","6328","6328","6328","0.6015625","0.6015625","0.6015625"
"188","6357","6357","6357","0.6640625","0.6640625","0.6640625","6357","6357","6357","0.68359375","0.68359375","0.68359375","6357","6357","6357","0.703125","0.703125","0.703125"
"189","6386","6386","6386","0.7109375","0.7109375","0.7109375","6386","6386","6386","0.6953125","0.6953125","0.6953125","6386","6386","6386","0.71484375","0.71484375","0.71484375"
"190","6415","6415","6415","0.796875","0.796875","0.796875","6415","6415","6415","0.77734375","0.77734375","0.77734375","6415","6415","6415","0.75","0.75","0.75"
"191","6444","6444","6444","0.6640625","0.6640625","0.6640625","6444","6444","6444","0.62109375","0.62109375","0.62109375","6444","6444","6444","0.62890625","0.62890625","0.62890625"
"192","6473","6473","6473","0.81640625","0.81640625","0.81640625","6473","6473","6473","0.83203125","0.83203125","0.83203125","6473","6473","6473","0.84765625","0.84765625","0.84765625"
"193","6653","6653","6653","0.8125","0.8125","0.8125","6653","6653","6653","0.86328125","0.86328125","0.86328125","6653","6653","6653","0.83984375","0.83984375","0.83984375"
"194","6682","6682","6682","0.71484375","0.71484375","0.71484375","6682","6682","6682","0.7734375","0.7734375","0.7734375","6682","6682","6682","0.7265625","0.7265625","0.7265625"
"195","6711","6711","6711","0.625","0.625","0.625","6711","6711","6711","0.73046875","0.73046875","0.73046875","6711","6711","6711","0.65625","0.65625","0.65625"
"196","6740","6740","6740","0.66015625","0.66015625","0.66015625","6740","6740","6740","0.7109375","0.7109375","0.7109375","6740","6740","6740","0.69921875","0.69921875","0.69921875"
"197","6769","6769","6769","0.59765625","0.59765625","0.59765625","6769","6769","6769","0.625","0.625","0.625","6769","6769","6769","0.609375","0.609375","0.609375"
"198","6798","6798","6798","0.73046875","0.73046875","0.73046875","6798","6798","6798","0.73046875","0.73046875","0.73046875","6798","6798","6798","0.71875","0.71875","0.71875"
"199","6827","6827","6827","0.8046875","0.8046875","0.8046875","6827","6827","6827","0.78515625","0.78515625","0.78515625","6827","6827","6827","0.81640625","0.81640625","0.81640625"
"200","6856","6856","6856","0.68359375","0.68359375","0.68359375","6856","6856","6856","0.71875","0.71875","0.71875","6856","6856","6856","0.71484375","0.71484375","0.71484375"
"201","6885","6885","6885","0.71484375","0.71484375","0.71484375","6885","6885","6885","0.73046875","0.73046875","0.73046875","6885","6885","6885","0.74609375","0.74609375","0.74609375"
"202","6914","6914","6914","0.66796875","0.66796875","0.66796875","6914","6914","6914","0.66796875","0.66796875","0.66796875","6914","6914","6914","0.6640625","0.6640625","0.6640625"
"203","6943","6943","6943","0.64453125","0.64453125","0.64453125","6943","6943","6943","0.6484375","0.6484375","0.6484375","6943","6943","6943","0.6171875","0.6171875","0.6171875"
"204","6972","6972","6972","0.80859375","0.80859375","0.80859375","6972","6972","6972","0.80078125","0.80078125","0.80078125","6972","6972","6972","0.82421875","0.82421875","0.82421875"
"205","7001","7001","7001","0.7734375","0.7734375","0.7734375","7001","7001","7001","0.734375","0.734375","0.734375","7001","7001","7001","0.7421875","0.7421875","0.7421875"
"206","7030","7030","7030","0.73046875","0.73046875","0.73046875","7030","7030","7030","0.72265625","0.72265625","0.72265625","7030","7030","7030","0.69140625","0.69140625","0.69140625"
"207","7059","7059","7059","0.62890625","0.62890625","0.62890625","7059","7059","7059","0.6484375","0.6484375","0.6484375","7059","7059","7059","0.66796875","0.66796875","0.66796875"
"208","7088","7088","7088","0.75390625","0.75390625","0.75390625","7088","7088","7088","0.76953125","0.76953125","0.76953125","7088","7088","7088","0.765625","0.765625","0.765625"
"209","7117","7117","7117","0.53515625","0.53515625","0.53515625","7117","7117","7117","0.5703125","0.5703125","0.5703125","7117","7117","7117","0.53125","0.53125","0.53125"
"210","7146","7146","7146","0.69140625","0.69140625","0.69140625","7146","7146","7146","0.734375","0.734375","0.734375","7146","7146","7146","0.69140625","0.69140625","0.69140625"
"211","7175","7175","7175","0.765625","0.765625","0.765625","7175","7175","7175","0.76953125","0.76953125","0.76953125","7175","7175","7175","0.76953125","0.76953125","0.76953125"
"212","7204","7204","7204","0.7578125","0.7578125","0.7578125","7204","7204","7204","0.7890625","0.7890625","0.7890625","7204","7204","7204","0.79296875","0.79296875","0.79296875"
"213","7233","7233","7233","0.66796875","0.66796875","0.66796875","7233","7233","7233","0.68359375","0.68359375","0.68359375","7233","7233","7233","0.6796875","0.6796875","0.6796875"
"214","7262","7262","7262","0.71484375","0.71484375","0.71484375","7262","7262","7262","0.69921875","0.69921875","0.69921875","7262","7262","7262","0.6796875","0.6796875","0.6796875"
"215","7291","7291","7291","0.71875","0.71875","0.71875","7291","7291","7291","0.68359375","0.68359375","0.68359375","7291","7291","7291","0.67578125","0.67578125","0.67578125"
"216","7320","7320","7320","0.76171875","0.76171875","0.76171875","7320","7320","7320","0.734375","0.734375","0.734375","7320","7320","7320","0.734375","0.734375","0.734375"
"217","7349","7349","7349","0.7421875","0.7421875","0.7421875","7349","7349","7349","0.74609375","0.74609375","0.74609375","7349","7349","7349","0.75390625","0.75390625","0.75390625"
"218","7378","7378","7378","0.85546875","0.85546875","0.85546875","7378","7378","7378","0.86328125","0.86328125","0.86328125","7378","7378","7378","0.875","0.875","0.875"
"219","7407","7407","7407","0.73828125","0.73828125","0.73828125","7407","7407","7407","0.74609375","0.74609375","0.74609375","7407","7407","7407","0.765625","0.765625","0.765625"
"220","7436","7436","7436","0.65234375","0.65234375","0.65234375","7436","7436","7436","0.640625","0.640625","0.640625","7436","7436","7436","0.640625","0.640625","0.640625"
"221","7465","7465","7465","0.67578125","0.67578125","0.67578125","7465","7465","7465","0.69140625","0.69140625","0.69140625","7465","7465","7465","0.69140625","0.69140625","0.69140625"
"222","7494","7494","7494","0.73046875","0.73046875","0.73046875","7494","7494","7494","0.73046875","0.73046875","0.73046875","7494","7494","7494","0.71875","0.71875","0.71875"
"223","7523","7523","7523","0.71875","0.71875","0.71875","7523","7523","7523","0.73046875","0.73046875","0.73046875","7523","7523","7523","0.7421875","0.7421875","0.7421875"
"224","7552","7552","7552","0.76171875","0.76171875","0.76171875","7552","7552","7552","0.734375","0.734375","0.734375","7552","7552","7552","0.7109375","0.7109375","0.7109375"
"225","7732","7732","7732","0.62890625","0.62890625","0.62890625","7732","7732","7732","0.61328125","0.61328125","0.61328125","7732","7732","7732","0.59375","0.59375","0.59375"
"226","7761","7761","7761","0.6875","0.6875","0.6875","7761","7761","7761","0.6953125","0.6953125","0.6953125","7761","7761","7761","0.6875","0.6875","0.6875"
"227","7790","7790","7790","0.76171875","0.76171875","0.76171875","7790","7790","7790","0.71484375","0.71484375","0.71484375","7790","7790","7790","0.7109375","0.7109375","0.7109375"
"228","7819","7819","7819","0.765625","0.765625","0.765625","7819","7819","7819","0.7578125","0.7578125","0.7578125","7819","7819","7819","0.73046875","0.73046875","0.73046875"
"229","7848","7848","7848","0.6484375","0.6484375","0.6484375","7848","7848","7848","0.6328125","0.6328125","0.6328125","7848","7848","7848","0.66796875","0.66796875","0.66796875"
"230","7877","7877","7877","0.75","0.75","0.75","7877","7877","7877","0.76171875","0.76171875","0.76171875","7877","7877","7877","0.73046875","0.73046875","0.73046875"
"231","7906","7906","7906","0.72265625","0.72265625","0.72265625","7906","7906","7906","0.7265625","0.7265625","0.7265625","7906","7906","7906","0.734375","0.734375","0.734375"
"232","7935","7935","7935","0.82421875","0.82421875","0.82421875","7935","7935","7935","0.8359375","0.8359375","0.8359375","7935","7935","7935","0.81640625","0.81640625","0.81640625"
"233","7964","7964","7964","0.765625","0.765625","0.765625","7964","7964","7964","0.75","0.75","0.75","7964","7964","7964","0.78125","0.78125","0.78125"
"234","7993","7993","7993","0.80859375","0.80859375","0.80859375","7993","7993","7993","0.8046875","0.8046875","0.8046875","7993","7993","7993","0.82421875","0.82421875","0.82421875"
"235","8022","8022","8022","0.6796875","0.6796875","0.6796875","8022","8022","8022","0.64453125","0.64453125","0.64453125","8022","8022","8022","0.65234375","0.65234375","0.65234375"
"236","8051","8051","8051","0.671875","0.671875","0.671875","8051","8051","8051","0.71484375","0.71484375","0.71484375","8051","8051","8051","0.71484375","0.71484375","0.71484375"
"237","8080","8080","8080","0.65625","0.65625","0.65625","8080","8080","8080","0.703125","0.703125","0.703125","8080","8080","8080","0.69140625","0.69140625","0.69140625"
"238","8109","8109","8109","0.70703125","0.70703125","0.70703125","8109","8109","8109","0.70703125","0.70703125","0.70703125","8109","8109","8109","0.671875","0.671875","0.671875"
"239","8138","8138","8138","0.6875","0.6875","0.6875","8138","8138","8138","0.6875","0.6875","0.6875","8138","8138","8138","0.68359375","0.68359375","0.68359375"
"240","8167","8167","8167","0.671875","0.671875","0.671875","8167","8167","8167","0.69921875","0.69921875","0.69921875","8167","8167","8167","0.734375","0.734375","0.734375"
"241","8196","8196","8196","0.7265625","0.7265625","0.7265625","8196","8196","8196","0.71484375","0.71484375","0.71484375","8196","8196","8196","0.67578125","0.67578125","0.67578125"
"242","8225","8225","8225","0.765625","0.765625","0.765625","8225","8225","8225","0.77734375","0.77734375","0.77734375","8225","8225","8225","0.79296875","0.79296875","0.79296875"
"243","8254","8254","8254","0.78125","0.78125","0.78125","8254","8254","8254","0.7734375","0.7734375","0.7734375","8254","8254","8254","0.78125","0.78125","0.78125"
"244","8283","8283","8283","0.80078125","0.80078125","0.80078125","8283","8283","8283","0.78515625","0.78515625","0.78515625","8283","8283","8283","0.8125","0.8125","0.8125"
"245","8312","8312","8312","0.6796875","0.6796875","0.6796875","8312","8312","8312","0.70703125","0.70703125","0.70703125","8312","8312","8312","0.69140625","0.69140625","0.69140625"
"246","8341","8341","8341","0.73046875","0.73046875","0.73046875","8341","8341","8341","0.7890625","0.7890625","0.7890625","8341","8341","8341","0.75390625","0.75390625","0.75390625"
"247","8370","8370","8370","0.71484375","0.71484375","0.71484375","8370","8370","8370","0.73828125","0.73828125","0.73828125","8370","8370","8370","0.6875","0.6875","0.6875"
"248","8399","8399","8399","0.7421875","0.7421875","0.7421875","8399","8399","8399","0.71484375","0.71484375","0.71484375","8399","8399","8399","0.76953125","0.76953125","0.76953125"
"249","8428","8428","8428","0.66796875","0.66796875","0.66796875","8428","8428","8428","0.70703125","0.70703125","0.70703125","8428","8428","8428","0.69140625","0.69140625","0.69140625"
"250","8457","8457","8457","0.6875","0.6875","0.6875","8457","8457","8457","0.671875","0.671875","0.671875","8457","8457","8457","0.6796875","0.6796875","0.6796875"
"251","8486","8486","8486","0.73828125","0.73828125","0.73828125","8486","8486","8486","0.75390625","0.75390625","0.75390625","8486","8486","8486","0.74609375","0.74609375","0.74609375"
"252","8515","8515","8515","0.65625","0.65625","0.65625","8515","8515","8515","0.66015625","0.66015625","0.66015625","8515","8515","8515","0.66796875","0.66796875","0.66796875"
